type,days_for_shipment__scheduled,benefit_per_order,late_delivery_risk,department_name,market,order_item_discount_rate,product_price,transaction_id
TRANSFER,4,-36.95000076,0,Apparel,Europe,0.119999997,59.99000168,T811
TRANSFER,4,39.70000076,1,Apparel,Europe,0.119999997,59.99000168,T812
TRANSFER,4,59.15000153,0,Apparel,Europe,0.150000006,59.99000168,T813
TRANSFER,4,67.30999756,0,Apparel,Europe,0.150000006,59.99000168,T814
TRANSFER,4,20.15999985,0,Apparel,Europe,0.159999996,59.99000168,T815
TRANSFER,4,68.87000275,0,Apparel,Europe,0.180000007,59.99000168,T816
TRANSFER,4,70.83999634,0,Apparel,Europe,0.180000007,59.99000168,T817
DEBIT,4,42.93999863,1,Apparel,PacificAsia,0.090000004,129.9900055,T818
DEBIT,4,-94.62999725,0,Apparel,PacificAsia,0.090000004,129.9900055,T819
DEBIT,4,8.869999886,1,Apparel,PacificAsia,0.090000004,129.9900055,T820
DEBIT,4,54.40999985,0,Apparel,PacificAsia,0.090000004,129.9900055,T821
DEBIT,4,0,1,Apparel,PacificAsia,0.090000004,215.8200073,T822
DEBIT,4,-38.91999817,0,Apparel,PacificAsia,0.090000004,129.9900055,T823
DEBIT,4,40.22000122,0,Apparel,PacificAsia,0.090000004,129.9900055,T824
DEBIT,4,-26.62000084,1,Apparel,PacificAsia,0.090000004,129.9900055,T825
DEBIT,4,40.61999893,1,Apparel,PacificAsia,0.090000004,357.1000061,T826
DEBIT,4,7.449999809,0,Apparel,PacificAsia,0.090000004,129.9900055,T827
DEBIT,4,-45.47000122,1,Apparel,PacificAsia,0.090000004,59.99000168,T828
DEBIT,4,53.22999954,0,Apparel,PacificAsia,0.090000004,129.9900055,T829
DEBIT,4,35.49000168,0,Apparel,PacificAsia,0.090000004,129.9900055,T830
DEBIT,4,14.78999996,0,Apparel,PacificAsia,0.090000004,129.9900055,T831
DEBIT,4,35.49000168,1,Apparel,PacificAsia,0.090000004,129.9900055,T832
DEBIT,4,-19.0699997,0,Apparel,PacificAsia,0.100000001,129.9900055,T833
DEBIT,4,38.02000046,0,Apparel,PacificAsia,0.100000001,129.9900055,T834
DEBIT,4,11.69999981,1,Apparel,PacificAsia,0.100000001,129.9900055,T835
DEBIT,4,40.95000076,0,Apparel,PacificAsia,0.100000001,129.9900055,T836
DEBIT,4,85.38999939,0,Apparel,PacificAsia,0.100000001,210.8500061,T837
DEBIT,4,54.99000168,0,Apparel,PacificAsia,0.100000001,129.9900055,T838
DEBIT,4,38.61000061,0,Apparel,PacificAsia,0.100000001,129.9900055,T839
DEBIT,4,33.93000031,1,Apparel,PacificAsia,0.100000001,129.9900055,T840
DEBIT,4,15.65999985,0,Apparel,PacificAsia,0.100000001,59.99000168,T841
DEBIT,4,71.16000366,1,Apparel,PacificAsia,0.100000001,210.8500061,T842
DEBIT,4,14.61999989,0,Apparel,PacificAsia,0.100000001,129.9900055,T843
DEBIT,4,50.5,0,Apparel,PacificAsia,0.100000001,215.8200073,T844
DEBIT,4,39.77999878,0,Apparel,PacificAsia,0.100000001,129.9900055,T845
DEBIT,4,14.61999989,0,Apparel,PacificAsia,0.100000001,129.9900055,T846
DEBIT,4,58.5,0,Apparel,PacificAsia,0.100000001,129.9900055,T847
DEBIT,4,11.69999981,0,Apparel,PacificAsia,0.100000001,129.9900055,T848
DEBIT,4,-1.519999981,0,Apparel,PacificAsia,0.100000001,129.9900055,T849
DEBIT,4,25.92000008,1,Apparel,PacificAsia,0.100000001,59.99000168,T850
DEBIT,4,3.960000038,0,Apparel,PacificAsia,0.119999997,59.99000168,T851
DEBIT,4,-22.87999916,1,Apparel,PacificAsia,0.119999997,129.9900055,T852
DEBIT,4,-91.51000214,0,Apparel,PacificAsia,0.119999997,129.9900055,T853
DEBIT,4,-25.73999977,0,Apparel,PacificAsia,0.119999997,129.9900055,T854
DEBIT,4,9.149999619,1,Apparel,PacificAsia,0.119999997,129.9900055,T855
DEBIT,4,10.0699997,0,Apparel,PacificAsia,0.119999997,129.9900055,T856
DEBIT,4,45.75999832,1,Apparel,PacificAsia,0.119999997,129.9900055,T857
DEBIT,4,38.65999985,0,Apparel,PacificAsia,0.119999997,129.9900055,T858
DEBIT,4,54.90999985,0,Apparel,PacificAsia,0.119999997,129.9900055,T859
DEBIT,4,-11.21000004,0,Apparel,PacificAsia,0.119999997,215.8200073,T860
DEBIT,4,29.73999977,0,Apparel,PacificAsia,0.119999997,129.9900055,T861
DEBIT,4,-25.73999977,0,Apparel,PacificAsia,0.119999997,129.9900055,T862
DEBIT,4,13.72999954,1,Apparel,PacificAsia,0.119999997,129.9900055,T863
DEBIT,4,29.73999977,0,Apparel,PacificAsia,0.119999997,129.9900055,T864
DEBIT,4,40.04000092,0,Apparel,PacificAsia,0.119999997,129.9900055,T865
DEBIT,4,-76.30000305,1,Apparel,PacificAsia,0.119999997,129.9900055,T866
DEBIT,4,54.90999985,1,Apparel,PacificAsia,0.119999997,129.9900055,T867
DEBIT,4,5.28000021,0,Apparel,PacificAsia,0.119999997,59.99000168,T868
DEBIT,4,-183.0299988,1,Apparel,PacificAsia,0.119999997,129.9900055,T869
DEBIT,4,-171.5899963,0,Apparel,PacificAsia,0.119999997,129.9900055,T870
DEBIT,4,29.73999977,0,Apparel,PacificAsia,0.119999997,129.9900055,T871
DEBIT,4,29.39999962,1,Apparel,PacificAsia,0.129999995,129.9900055,T872
DEBIT,4,14.09000015,0,Apparel,PacificAsia,0.129999995,59.99000168,T873
DEBIT,4,-4.860000134,0,Apparel,PacificAsia,0.129999995,129.9900055,T874
DEBIT,4,49.75999832,0,Apparel,PacificAsia,0.129999995,129.9900055,T875
DEBIT,4,54.27999878,1,Apparel,PacificAsia,0.129999995,129.9900055,T876
DEBIT,4,29.39999962,0,Apparel,PacificAsia,0.129999995,129.9900055,T877
DEBIT,4,5.21999979,0,Apparel,PacificAsia,0.129999995,59.99000168,T878
DEBIT,4,41.04999924,1,Apparel,PacificAsia,0.129999995,129.9900055,T879
DEBIT,4,29.73999977,1,Apparel,PacificAsia,0.129999995,129.9900055,T880
DEBIT,4,-28.27000046,0,Apparel,PacificAsia,0.129999995,129.9900055,T881
DEBIT,4,-149.8500061,0,Apparel,PacificAsia,0.129999995,129.9900055,T882
DEBIT,4,29.39999962,0,Apparel,PacificAsia,0.129999995,129.9900055,T883
DEBIT,4,-90.47000122,0,Apparel,PacificAsia,0.129999995,129.9900055,T884
DEBIT,4,38.22000122,1,Apparel,PacificAsia,0.129999995,129.9900055,T885
DEBIT,4,16.70000076,1,Apparel,PacificAsia,0.129999995,59.08000183,T886
DEBIT,4,-262.8699951,0,Apparel,PacificAsia,0.129999995,210.8500061,T887
DEBIT,4,53.15000153,1,Apparel,PacificAsia,0.129999995,129.9900055,T888
DEBIT,4,-201.9400024,0,Apparel,PacificAsia,0.129999995,357.1000061,T889
DEBIT,4,24.53000069,0,Apparel,PacificAsia,0.129999995,59.99000168,T890
DEBIT,4,55.40999985,0,Apparel,PacificAsia,0.129999995,129.9900055,T891
DEBIT,4,1.039999962,0,Apparel,PacificAsia,0.129999995,59.99000168,T892
DEBIT,4,21.48999977,1,Apparel,PacificAsia,0.129999995,129.9900055,T893
DEBIT,4,-82.90000153,1,Apparel,PacificAsia,0.129999995,129.9900055,T894
DEBIT,4,41.04999924,1,Apparel,PacificAsia,0.129999995,129.9900055,T895
DEBIT,4,-169.6399994,0,Apparel,PacificAsia,0.129999995,129.9900055,T896
DEBIT,4,11.31000042,0,Apparel,PacificAsia,0.129999995,129.9900055,T897
DEBIT,4,-6.960000038,1,Apparel,PacificAsia,0.150000006,129.9900055,T898
DEBIT,4,12.14999962,0,Apparel,PacificAsia,0.150000006,129.9900055,T899
DEBIT,4,6.960000038,0,Apparel,PacificAsia,0.150000006,129.9900055,T900
DEBIT,4,49.52999878,0,Apparel,PacificAsia,0.150000006,215.8200073,T901
DEBIT,4,5.519999981,1,Apparel,PacificAsia,0.150000006,129.9900055,T902
DEBIT,4,-165.7400055,1,Apparel,PacificAsia,0.150000006,129.9900055,T903
DEBIT,4,-73.69999695,0,Apparel,PacificAsia,0.150000006,129.9900055,T904
DEBIT,4,-38.52000046,0,Apparel,PacificAsia,0.150000006,59.08000183,T905
DEBIT,4,9.5,0,Apparel,PacificAsia,0.150000006,129.9900055,T906
DEBIT,4,53.04000092,0,Apparel,PacificAsia,0.150000006,129.9900055,T907
DEBIT,4,153.7700043,1,Footwear,Europe,0.090000004,99.98999786,T908
DEBIT,4,224.9799957,1,Footwear,Europe,0.100000001,99.98999786,T909
DEBIT,4,-314.9700012,1,Footwear,Europe,0.100000001,99.98999786,T910
DEBIT,4,101.2399979,0,Footwear,Europe,0.100000001,99.98999786,T911
DEBIT,4,121.4899979,1,Footwear,Europe,0.100000001,99.98999786,T912
DEBIT,4,118.7900009,1,Footwear,Europe,0.119999997,99.98999786,T913
DEBIT,4,49.15000153,1,Footwear,Europe,0.129999995,99.98999786,T914
DEBIT,4,195.7299957,0,Footwear,Europe,0.129999995,99.98999786,T915
DEBIT,4,36.97999954,1,Footwear,Europe,0.150000006,30,T916
DEBIT,4,133.0099945,1,Footwear,Europe,0.150000006,99.98999786,T917
DEBIT,4,172.1799927,0,Footwear,Europe,0.159999996,99.98999786,T918
DEBIT,4,94.48999786,1,Footwear,Europe,0.159999996,99.98999786,T919
DEBIT,4,109.1900024,0,Footwear,Europe,0.159999996,99.98999786,T920
DEBIT,4,22.84000015,0,Footwear,Europe,0.159999996,31.98999977,T921
DEBIT,4,-643.1900024,1,Footwear,Europe,0.170000002,99.98999786,T922
DEBIT,4,114.7900009,0,Footwear,Europe,0.180000007,99.98999786,T923
DEBIT,4,-215.2299957,0,Footwear,Europe,0.180000007,99.98999786,T924
DEBIT,4,-286.9700012,1,Footwear,Europe,0.180000007,99.98999786,T925
DEBIT,4,36.08000183,0,Footwear,Europe,0.180000007,99.98999786,T926
DEBIT,4,184.4799957,0,Footwear,Europe,0.180000007,99.98999786,T927
DEBIT,4,-51.59000015,1,Footwear,Europe,0.200000003,99.98999786,T928
DEBIT,4,135.1900024,0,Footwear,Europe,0.200000003,99.98999786,T929
DEBIT,4,145.1900024,1,Footwear,Europe,0.200000003,99.98999786,T930
DEBIT,4,140.6100006,1,Footwear,Europe,0.25,99.98999786,T931
DEBIT,4,179.9799957,0,Footwear,Europe,0.25,99.98999786,T932
DEBIT,4,168.7299957,1,Footwear,Europe,0.25,99.98999786,T933
DEBIT,4,-61.11999893,0,Footwear,Europe,0.25,99.98999786,T934
DEBIT,4,122.9800034,0,Apparel,Europe,0,59.99000168,T935
DEBIT,4,86.98999786,0,Apparel,Europe,0,59.99000168,T936
DEBIT,4,-44.99000168,0,Apparel,Europe,0,59.99000168,T937
DEBIT,4,-824.8599854,0,Apparel,Europe,0,59.99000168,T938
DEBIT,4,-393.4599915,1,Apparel,Europe,0.01,59.99000168,T939
DEBIT,4,83.15000153,0,Apparel,Europe,0.01,59.99000168,T940
DEBIT,4,100.3700027,0,Apparel,Europe,0.01,59.99000168,T941
DEBIT,4,106.9000015,0,Apparel,Europe,0.01,59.99000168,T942
DEBIT,4,83.15000153,0,Apparel,Europe,0.01,59.99000168,T943
DEBIT,4,97.98999786,1,Apparel,Europe,0.01,59.99000168,T944
DEBIT,4,89.08999634,0,Apparel,Europe,0.01,59.99000168,T945
DEBIT,4,100.3700027,1,Apparel,Europe,0.01,59.99000168,T946
DEBIT,4,99.36000061,0,Apparel,Europe,0.02,59.99000168,T947
DEBIT,4,132.2799988,0,Apparel,Europe,0.02,59.99000168,T948
DEBIT,4,14.69999981,0,Apparel,Europe,0.02,59.99000168,T949
DEBIT,4,99.36000061,1,Apparel,Europe,0.02,59.99000168,T950
DEBIT,4,29.10000038,0,Apparel,Europe,0.029999999,59.99000168,T951
DEBIT,4,133.8399963,0,Apparel,Europe,0.029999999,59.99000168,T952
DEBIT,4,29.10000038,0,Apparel,Europe,0.029999999,59.99000168,T953
DEBIT,4,87.29000092,0,Apparel,Europe,0.029999999,59.99000168,T954
DEBIT,4,87.29000092,0,Apparel,Europe,0.029999999,59.99000168,T955
DEBIT,4,3.49000001,0,Apparel,Europe,0.029999999,59.99000168,T956
DEBIT,4,106.5400009,0,Apparel,Europe,0.039999999,59.99000168,T957
DEBIT,4,97.33000183,0,Apparel,Europe,0.039999999,59.99000168,T958
DEBIT,4,138.2200012,1,Apparel,Europe,0.039999999,59.99000168,T959
DEBIT,4,-14.39999962,0,Apparel,Europe,0.039999999,59.99000168,T960
DEBIT,4,92.61000061,1,Apparel,Europe,0.050000001,59.99000168,T961
DEBIT,4,-39.3199997,1,Apparel,Europe,0.050000001,59.99000168,T962
DEBIT,4,96.37000275,0,Apparel,Europe,0.059999999,59.99000168,T963
DEBIT,4,88.72000122,0,Apparel,Europe,0.059999999,59.99000168,T964
DEBIT,4,136.0599976,0,Apparel,Europe,0.059999999,59.99000168,T965
DEBIT,4,-311.7999878,1,Apparel,Europe,0.059999999,59.99000168,T966
DEBIT,4,92.12000275,1,Apparel,Europe,0.059999999,59.99000168,T967
DEBIT,4,72.52999878,0,Apparel,Europe,0.07,59.99000168,T968
DEBIT,4,72.52999878,1,Apparel,Europe,0.07,59.99000168,T969
DEBIT,4,103.7200012,0,Apparel,Europe,0.090000004,59.99000168,T970
DEBIT,4,49.13000107,0,Apparel,Europe,0.090000004,59.99000168,T971
DEBIT,4,92.26000214,1,Apparel,Europe,0.090000004,59.99000168,T972
DEBIT,4,30.84000015,0,Apparel,Europe,0.090000004,59.99000168,T973
DEBIT,4,-19.17000008,0,Apparel,Europe,0.100000001,59.99000168,T974
DEBIT,4,9.770000458,1,Apparel,Europe,0.119999997,59.99000168,T975
DEBIT,4,85.79000092,1,Apparel,Europe,0.119999997,59.99000168,T976
DEBIT,4,126.6999969,0,Apparel,Europe,0.119999997,59.99000168,T977
DEBIT,4,121.4199982,1,Apparel,Europe,0.119999997,59.99000168,T978
DEBIT,4,-409.1300049,0,Apparel,Europe,0.119999997,59.99000168,T979
DEBIT,4,29.04000092,1,Apparel,Europe,0.119999997,59.99000168,T980
DEBIT,4,43.02000046,0,Apparel,Europe,0.119999997,59.99000168,T981
DEBIT,4,-11.22000027,0,Apparel,Europe,0.129999995,59.99000168,T982
DEBIT,4,86.12000275,1,Apparel,Europe,0.129999995,59.99000168,T983
DEBIT,4,99.16000366,0,Apparel,Europe,0.129999995,59.99000168,T984
DEBIT,4,73.0699997,1,Apparel,Europe,0.129999995,59.99000168,T985
DEBIT,4,106.9899979,0,Apparel,Europe,0.129999995,59.99000168,T986
DEBIT,4,81.68000031,1,Apparel,Europe,0.129999995,59.99000168,T987
DEBIT,4,117.2799988,0,Apparel,Europe,0.150000006,59.99000168,T988
DEBIT,4,66.29000092,0,Apparel,Europe,0.150000006,59.99000168,T989
DEBIT,4,28.80999947,0,Apparel,Europe,0.150000006,59.99000168,T990
DEBIT,4,28.80999947,1,Apparel,Europe,0.150000006,59.99000168,T991
DEBIT,4,67.05000305,1,Apparel,Europe,0.150000006,59.99000168,T992
DEBIT,4,114.7300034,1,Apparel,Europe,0.150000006,59.99000168,T993
DEBIT,4,-184.6900024,1,Apparel,Europe,0.159999996,59.99000168,T994
DEBIT,4,120.9400024,0,Apparel,Europe,0.159999996,59.99000168,T995
DEBIT,4,-56.68999863,1,Apparel,Europe,0.159999996,59.99000168,T996
DEBIT,4,4.980000019,1,Apparel,Europe,0.170000002,59.99000168,T997
DEBIT,4,21.90999985,1,Apparel,Europe,0.170000002,59.99000168,T998
DEBIT,4,44.81000137,0,Apparel,Europe,0.170000002,59.99000168,T999
TRANSFER,4,10.78999996,0,Outdoors,LATAM,0.170000002,24.98999977,T1000
TRANSFER,4,7.079999924,1,Outdoors,LATAM,0.180000007,15.98999977,T1001
TRANSFER,4,16.02000046,0,Outdoors,LATAM,0.200000003,31.98999977,T1002
TRANSFER,4,89.29000092,0,Footwear,LATAM,0.050000001,99.98999786,T1003
TRANSFER,4,-74.38999939,0,Footwear,LATAM,0.07,99.98999786,T1004
TRANSFER,4,-107.8700027,0,Footwear,LATAM,0.129999995,99.98999786,T1005
TRANSFER,4,65.51000214,0,Footwear,LATAM,0.159999996,99.98999786,T1006
TRANSFER,4,47.50999832,0,Apparel,LATAM,0.119999997,59.99000168,T1007
TRANSFER,4,52.18999863,0,Apparel,LATAM,0.129999995,59.99000168,T1008
TRANSFER,4,32.66999817,0,Apparel,LATAM,0.129999995,59.99000168,T1009
TRANSFER,4,34.65000153,0,Golf,LATAM,0.01,50,T1010
TRANSFER,4,25.47999954,0,Golf,LATAM,0.02,50,T1011
TRANSFER,4,-12.38000011,0,Golf,LATAM,0.050000001,39.99000168,T1012
TRANSFER,4,22.39999962,0,Golf,LATAM,0.200000003,50,T1013
TRANSFER,4,37.54999924,0,Apparel,PacificAsia,0,59.99000168,T1014
TRANSFER,4,36.25999832,0,Apparel,PacificAsia,0.07,59.99000168,T1015
TRANSFER,4,6.75,0,Apparel,PacificAsia,0.25,59.99000168,T1016
TRANSFER,4,-65.25,0,Golf,PacificAsia,0.100000001,50,T1017
TRANSFER,4,22.20000076,0,Outdoors,PacificAsia,0.059999999,24.98999977,T1018
TRANSFER,4,95.98999786,0,Footwear,PacificAsia,0,99.98999786,T1019
TRANSFER,4,-79.77999878,0,Footwear,PacificAsia,0.01,54.97000122,T1020
TRANSFER,4,95.02999878,1,Footwear,PacificAsia,0.01,99.98999786,T1021
TRANSFER,4,50.95000076,0,Footwear,PacificAsia,0.02,99.98999786,T1022
TRANSFER,4,-41.74000168,0,Footwear,PacificAsia,0.02,99.98999786,T1023
TRANSFER,4,89.16999817,0,Footwear,PacificAsia,0.090000004,99.98999786,T1024
TRANSFER,4,-304.4700012,1,Footwear,PacificAsia,0.129999995,99.98999786,T1025
TRANSFER,4,75.43000031,0,Footwear,PacificAsia,0.180000007,99.98999786,T1026
TRANSFER,4,25.80999947,0,Footwear,PacificAsia,0.25,54.97000122,T1027
TRANSFER,4,-34.79000092,0,Footwear,PacificAsia,0.25,31.98999977,T1028
TRANSFER,4,51.83000183,0,Apparel,PacificAsia,0.039999999,59.99000168,T1029
TRANSFER,4,8.550000191,0,Apparel,PacificAsia,0.050000001,59.99000168,T1030
TRANSFER,4,54.41999817,0,Apparel,PacificAsia,0.059999999,59.99000168,T1031
TRANSFER,4,22.89999962,0,Apparel,PacificAsia,0.170000002,59.99000168,T1032
TRANSFER,4,26.55999947,1,Apparel,PacificAsia,0.180000007,59.99000168,T1033
TRANSFER,4,9.840000153,0,Apparel,PacificAsia,0.180000007,59.99000168,T1034
TRANSFER,4,-157.4700012,0,Apparel,PacificAsia,0.25,59.99000168,T1035
TRANSFER,4,-166.6000061,1,Golf,PacificAsia,0.02,50,T1036
TRANSFER,4,-15.39000034,0,Golf,PacificAsia,0.02,50,T1037
TRANSFER,4,47.04000092,0,Golf,PacificAsia,0.039999999,50,T1038
TRANSFER,4,-32.93000031,0,Golf,PacificAsia,0.039999999,50,T1039
TRANSFER,4,-61.95999908,1,Golf,PacificAsia,0.07,39.99000168,T1040
TRANSFER,4,-18.60000038,0,Golf,PacificAsia,0.07,39.99000168,T1041
TRANSFER,4,21.12000084,0,Golf,PacificAsia,0.119999997,50,T1042
TRANSFER,4,24.35000038,0,Golf,PacificAsia,0.129999995,39.99000168,T1043
TRANSFER,4,16.18000031,0,Golf,PacificAsia,0.150000006,39.99000168,T1044
TRANSFER,4,31.5,0,Golf,PacificAsia,0.159999996,50,T1045
TRANSFER,4,-16.60000038,1,Golf,PacificAsia,0.170000002,50,T1046
TRANSFER,4,35.68999863,0,Golf,PacificAsia,0.170000002,50,T1047
TRANSFER,4,29.51000023,0,Golf,PacificAsia,0.180000007,39.99000168,T1048
TRANSFER,4,22.38999939,0,Outdoors,PacificAsia,0,31.98999977,T1049
TRANSFER,4,25.90999985,0,Outdoors,PacificAsia,0,47.99000168,T1050
TRANSFER,4,-0.50999999,0,Outdoors,PacificAsia,0.02,19.98999977,T1051
TRANSFER,4,11.8199997,1,Outdoors,PacificAsia,0.090000004,19.98999977,T1052
TRANSFER,4,10.51000023,0,Outdoors,PacificAsia,0.159999996,19.98999977,T1053
TRANSFER,4,35.3199997,0,Outdoors,PacificAsia,0.200000003,47.99000168,T1054
TRANSFER,4,9,1,Fitness,PacificAsia,0,59.99000168,T1055
TRANSFER,4,66.62999725,0,Footwear,PacificAsia,0.02,99.98999786,T1056
TRANSFER,4,91.16999817,0,Footwear,PacificAsia,0.029999999,99.98999786,T1057
TRANSFER,4,-3.019999981,1,Footwear,PacificAsia,0.059999999,27.98999977,T1058
TRANSFER,4,54.45999908,0,Footwear,PacificAsia,0.129999995,99.98999786,T1059
TRANSFER,4,14.96000004,0,Footwear,PacificAsia,0.150000006,99.98999786,T1060
TRANSFER,4,14.93999958,0,Footwear,PacificAsia,0.170000002,99.98999786,T1061
TRANSFER,4,31.20000076,1,Footwear,PacificAsia,0.170000002,99.98999786,T1062
TRANSFER,4,6.639999866,0,Footwear,PacificAsia,0.170000002,99.98999786,T1063
TRANSFER,4,14.07999992,1,Footwear,PacificAsia,0.200000003,99.98999786,T1064
TRANSFER,4,43.5,0,Footwear,PacificAsia,0.25,99.98999786,T1065
TRANSFER,4,-1.440000057,0,Apparel,PacificAsia,0,59.99000168,T1066
TRANSFER,4,37.18000031,1,Apparel,PacificAsia,0.01,59.99000168,T1067
TRANSFER,4,38.40999985,0,Apparel,PacificAsia,0.029999999,59.99000168,T1068
TRANSFER,4,-82.63999939,1,Apparel,PacificAsia,0.050000001,59.99000168,T1069
TRANSFER,4,35.49000168,1,Apparel,PacificAsia,0.059999999,59.99000168,T1070
TRANSFER,4,-83.73999786,1,Apparel,PacificAsia,0.090000004,59.99000168,T1071
TRANSFER,4,-30.22999954,1,Apparel,PacificAsia,0.159999996,59.99000168,T1072
TRANSFER,4,32.45000076,0,Apparel,PacificAsia,0.159999996,59.99000168,T1073
TRANSFER,4,47.79999924,1,Apparel,PacificAsia,0.170000002,59.99000168,T1074
TRANSFER,4,19.17000008,0,Apparel,PacificAsia,0.25,59.99000168,T1075
TRANSFER,4,27.70999908,0,Golf,PacificAsia,0.01,39.99000168,T1076
TRANSFER,4,-6.170000076,1,Golf,PacificAsia,0.02,50,T1077
TRANSFER,4,49,1,Golf,PacificAsia,0.02,50,T1078
TRANSFER,4,47.04000092,0,Golf,PacificAsia,0.02,50,T1079
TRANSFER,4,-7.760000229,0,Golf,PacificAsia,0.029999999,39.99000168,T1080
TRANSFER,4,6.980000019,0,Golf,PacificAsia,0.029999999,39.99000168,T1081
TRANSFER,4,25.20999908,0,Golf,PacificAsia,0.029999999,39.99000168,T1082
TRANSFER,4,47.52999878,0,Golf,PacificAsia,0.029999999,50,T1083
TRANSFER,4,18.53000069,1,Golf,PacificAsia,0.050000001,30,T1084
TRANSFER,4,-69.26999664,1,Golf,PacificAsia,0.059999999,50,T1085
TRANSFER,4,26.38999939,0,Golf,PacificAsia,0.090000004,50,T1086
TRANSFER,4,-27.87999916,0,Golf,PacificAsia,0.090000004,39.99000168,T1087
TRANSFER,4,42.63000107,0,Golf,PacificAsia,0.129999995,50,T1088
TRANSFER,4,36.54000092,1,Golf,PacificAsia,0.129999995,50,T1089
CASH,2,135.3000031,0,Fitness,PacificAsia,0.039999999,327.75,T1090
DEBIT,4,38.91999817,1,Fitness,PacificAsia,0.050000001,327.75,T1091
CASH,4,108.4000015,1,Fitness,PacificAsia,0.059999999,327.75,T1092
PAYMENT,4,-472.4500122,0,Fitness,PacificAsia,0.07,327.75,T1093
PAYMENT,4,-447.3800049,0,Fitness,PacificAsia,0.090000004,327.75,T1094
TRANSFER,2,-796.4299927,0,Fitness,PacificAsia,0.100000001,327.75,T1095
TRANSFER,2,95.18000031,1,Fitness,PacificAsia,0.119999997,327.75,T1096
TRANSFER,1,57.02999878,1,Fitness,PacificAsia,0.129999995,327.75,T1097
TRANSFER,1,125.3600006,1,Fitness,PacificAsia,0.150000006,327.75,T1098
CASH,1,34.40999985,1,Fitness,PacificAsia,0.159999996,327.75,T1099
TRANSFER,1,23.94000053,1,Fitness,PacificAsia,0.170000002,327.75,T1100
DEBIT,4,16.93000031,1,Fitness,PacificAsia,0.180000007,327.75,T1101
PAYMENT,4,91.76999664,1,Fitness,PacificAsia,0.200000003,327.75,T1102
DEBIT,4,86.02999878,0,Fitness,PacificAsia,0.25,327.75,T1103
DEBIT,4,95.05000305,0,Fitness,PacificAsia,0,327.75,T1104
PAYMENT,4,35.68999863,0,Fitness,PacificAsia,0.01,327.75,T1105
TRANSFER,4,160.6000061,0,Fitness,PacificAsia,0.02,327.75,T1106
DEBIT,2,115.4000015,1,Fitness,PacificAsia,0.029999999,327.75,T1107
DEBIT,2,138.4400024,1,Fitness,PacificAsia,0.039999999,327.75,T1108
DEBIT,2,41.40999985,1,Fitness,PacificAsia,0.050000001,327.75,T1109
DEBIT,1,-38.72000122,1,Fitness,PacificAsia,0.059999999,327.75,T1110
DEBIT,1,95.40000153,1,Fitness,PacificAsia,0.07,327.75,T1111
DEBIT,1,70.98000336,1,Fitness,PacificAsia,0.090000004,327.75,T1112
CASH,1,-486.7099915,1,Fitness,PacificAsia,0.100000001,327.75,T1113
PAYMENT,1,61.43000031,1,Fitness,PacificAsia,0.119999997,327.75,T1114
TRANSFER,0,96.94999695,0,Fitness,PacificAsia,0.129999995,327.75,T1115
TRANSFER,4,78,1,Fitness,PacificAsia,0.150000006,327.75,T1116
DEBIT,4,24.22999954,1,Fitness,PacificAsia,0.159999996,327.75,T1117
DEBIT,4,30.73999977,0,Fitness,PacificAsia,0.170000002,327.75,T1118
TRANSFER,4,45.68999863,0,Fitness,PacificAsia,0.180000007,327.75,T1119
PAYMENT,4,88.62000275,0,Fitness,PacificAsia,0.200000003,327.75,T1120
DEBIT,4,49.15999985,1,Fitness,PacificAsia,0.25,327.75,T1121
DEBIT,2,118.9700012,1,Fitness,PacificAsia,0,327.75,T1122
CASH,2,113.5699997,1,Fitness,PacificAsia,0.01,327.75,T1123
DEBIT,2,8.029999733,1,Fitness,PacificAsia,0.02,327.75,T1124
PAYMENT,2,146.2400055,0,Fitness,PacificAsia,0.029999999,327.75,T1125
DEBIT,2,-7.869999886,1,Fitness,PacificAsia,0.039999999,327.75,T1126
DEBIT,1,108.9800034,1,Fitness,PacificAsia,0.050000001,327.75,T1127
DEBIT,2,58.84999847,1,Fitness,PacificAsia,0.059999999,327.75,T1128
PAYMENT,4,-502.9299927,0,Fitness,PacificAsia,0.07,327.75,T1129
DEBIT,4,29.82999992,0,Fitness,PacificAsia,0.090000004,327.75,T1130
PAYMENT,4,-796.4299927,1,Fitness,PacificAsia,0.100000001,327.75,T1131
DEBIT,2,-211.4100037,1,Fitness,PacificAsia,0.119999997,327.75,T1132
TRANSFER,2,-49.90000153,1,Fitness,PacificAsia,0.129999995,327.75,T1133
TRANSFER,4,73.26999664,0,Fitness,PacificAsia,0.150000006,327.75,T1134
PAYMENT,4,-61.93999863,0,Fitness,PacificAsia,0.159999996,327.75,T1135
CASH,4,95.20999908,1,Fitness,PacificAsia,0.170000002,327.75,T1136
TRANSFER,4,53.75,0,Fitness,PacificAsia,0.180000007,327.75,T1137
TRANSFER,2,16.52000046,1,Fitness,PacificAsia,0.200000003,327.75,T1138
PAYMENT,0,15.23999977,1,Fitness,PacificAsia,0.25,327.75,T1139
DEBIT,4,150.7700043,0,Fitness,PacificAsia,0,327.75,T1140
CASH,4,121.6800003,1,Fitness,PacificAsia,0.01,327.75,T1141
TRANSFER,4,-80.30000305,1,Fitness,PacificAsia,0.02,327.75,T1142
PAYMENT,4,-63.58000183,0,Fitness,PacificAsia,0.029999999,327.75,T1143
