,employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
318,44703,sales & marketing,region_2,Bachelor's,f,sourcing,1,42,4.0,9,0,0,51,0
319,14847,sales & marketing,region_20,Bachelor's,m,other,1,28,3.0,3,0,0,48,0
320,43689,analytics,region_12,Bachelor's,m,sourcing,2,33,4.0,3,1,0,86,0
321,72157,analytics,region_2,Bachelor's,m,sourcing,1,41,3.0,3,0,0,86,0
322,74579,operations,region_2,Below Secondary,m,other,2,26,,1,0,0,61,0
323,51544,procurement,region_12,Bachelor's,f,other,1,32,5.0,5,0,1,84,1
324,5128,operations,region_2,,m,other,1,48,3.0,8,0,0,57,0
325,37952,operations,region_26,Master's & above,m,other,1,41,3.0,7,0,0,58,0
326,39914,technology,region_2,Master's & above,m,other,1,31,5.0,4,1,0,82,0
327,74332,sales & marketing,region_26,Bachelor's,m,other,1,37,4.0,5,0,0,54,0
328,42886,analytics,region_29,Bachelor's,m,other,1,30,1.0,4,0,0,84,0
329,53988,finance,region_2,Below Secondary,m,other,1,26,5.0,2,1,0,60,0
330,49775,sales & marketing,region_13,Bachelor's,m,sourcing,1,44,5.0,11,0,0,42,0
331,66965,operations,region_7,Bachelor's,f,sourcing,1,44,3.0,10,0,0,60,0
332,70197,r&d,region_22,Master's & above,m,other,1,30,4.0,2,1,0,96,1
333,66210,operations,region_22,Below Secondary,m,other,1,24,3.0,2,0,0,59,0
334,71008,sales & marketing,region_27,Bachelor's,m,other,1,40,1.0,10,0,0,49,0
335,52132,technology,region_11,Master's & above,m,other,1,32,3.0,5,0,0,80,0
336,72604,sales & marketing,region_2,Bachelor's,m,sourcing,1,40,5.0,7,0,0,53,0
337,66802,technology,region_7,Below Secondary,f,other,2,24,4.0,3,1,0,78,0
338,55730,sales & marketing,region_26,Bachelor's,m,other,1,45,4.0,15,0,0,64,1
339,8284,sales & marketing,region_2,Bachelor's,f,other,1,34,5.0,5,0,0,60,1
340,69715,operations,region_2,,f,other,1,58,4.0,18,1,0,60,0
341,36117,technology,region_24,Bachelor's,m,sourcing,1,35,3.0,7,0,0,82,0
342,56139,sales & marketing,region_16,,m,other,1,24,4.0,2,0,0,51,0
343,15924,sales & marketing,region_23,Bachelor's,m,other,1,35,2.0,8,0,0,48,0
344,41776,technology,region_23,Bachelor's,m,sourcing,1,31,1.0,2,0,0,81,0
345,25949,operations,region_29,Bachelor's,m,other,1,33,3.0,5,0,0,60,0
346,51509,hr,region_2,Master's & above,f,sourcing,1,44,3.0,14,0,0,47,0
347,36936,sales & marketing,region_28,,m,other,1,24,2.0,2,1,0,52,1
348,25572,procurement,region_2,Bachelor's,m,other,2,34,2.0,10,0,0,69,0
349,11337,sales & marketing,region_22,Bachelor's,m,sourcing,1,37,5.0,2,0,0,54,0
350,34965,operations,region_26,Bachelor's,m,other,2,31,3.0,4,0,0,63,0
351,38318,procurement,region_19,Bachelor's,m,other,1,32,3.0,8,0,0,69,0
352,60969,operations,region_2,Bachelor's,f,other,1,33,5.0,7,1,0,57,0
353,72765,operations,region_2,,f,sourcing,1,53,3.0,11,0,0,57,0
354,16951,operations,region_22,Bachelor's,m,sourcing,2,37,5.0,4,1,0,57,0
355,54416,sales & marketing,region_15,Bachelor's,m,sourcing,1,30,2.0,5,0,0,49,0
356,4585,analytics,region_15,Bachelor's,m,sourcing,1,35,5.0,3,1,0,81,0
357,64140,technology,region_11,Bachelor's,m,sourcing,1,32,3.0,4,0,0,80,0
358,35746,operations,region_15,Bachelor's,m,sourcing,1,45,3.0,9,0,0,61,0
359,6587,procurement,region_13,Bachelor's,m,other,1,29,,1,0,0,69,0
360,1901,sales & marketing,region_4,Bachelor's,m,sourcing,2,31,3.0,4,0,0,53,0
361,56849,technology,region_15,Bachelor's,m,sourcing,2,34,3.0,8,0,0,80,0
362,56233,analytics,region_22,Bachelor's,f,other,1,24,,1,1,0,86,0
363,15844,operations,region_3,Master's & above,f,other,1,31,5.0,7,1,0,59,0
364,1497,sales & marketing,region_10,Master's & above,f,other,1,37,3.0,6,1,0,47,0
365,11488,sales & marketing,region_7,Master's & above,m,other,1,42,3.0,12,0,0,48,0
366,59616,procurement,region_4,Master's & above,m,other,1,40,3.0,6,0,0,72,0
367,9002,operations,region_2,Bachelor's,m,sourcing,1,37,5.0,5,1,0,64,0
368,63753,operations,region_22,Bachelor's,m,other,1,50,3.0,8,0,0,57,0
369,9192,operations,region_21,Bachelor's,m,other,1,28,,1,0,0,61,0
370,30143,hr,region_2,Master's & above,f,referred,1,57,3.0,13,0,0,53,0
371,23360,sales & marketing,region_28,Master's & above,m,other,2,42,2.0,10,0,0,46,0
372,53301,operations,region_2,Master's & above,m,sourcing,1,34,3.0,8,0,0,61,0
373,29073,operations,region_2,Bachelor's,f,sourcing,1,34,5.0,8,1,0,54,0
374,36460,operations,region_13,Bachelor's,m,other,1,29,,1,0,0,62,0
375,3171,operations,region_4,Master's & above,f,referred,1,32,4.0,7,1,0,59,0
376,55062,operations,region_7,Bachelor's,f,sourcing,1,27,5.0,2,0,0,61,0
377,64798,analytics,region_22,Bachelor's,m,other,3,30,,1,1,0,83,0
378,7908,technology,region_33,Master's & above,m,other,1,46,3.0,17,0,0,83,0
379,70048,sales & marketing,region_1,Master's & above,m,other,1,37,3.0,10,1,0,49,1
380,63757,sales & marketing,region_2,Bachelor's,f,sourcing,1,48,4.0,13,0,0,52,0
381,19046,technology,region_2,Bachelor's,m,other,1,40,5.0,12,1,0,84,0
382,37427,technology,region_20,Bachelor's,m,other,1,32,3.0,6,0,0,73,0
383,58138,sales & marketing,region_20,Bachelor's,m,other,1,33,1.0,7,0,0,48,0
384,68064,procurement,region_23,Bachelor's,f,other,1,35,3.0,6,0,0,66,0
385,6711,sales & marketing,region_6,,m,sourcing,1,23,3.0,2,0,0,51,0
386,51002,analytics,region_15,Master's & above,m,other,1,32,3.0,4,0,0,86,0
387,5132,operations,region_2,Bachelor's,m,sourcing,4,31,3.0,6,0,0,59,0
388,15801,operations,region_26,Bachelor's,f,other,1,40,4.0,13,0,0,60,0
389,47265,procurement,region_2,Master's & above,m,other,1,43,2.0,7,0,0,70,0
390,26798,operations,region_32,Master's & above,m,other,1,38,3.0,6,0,0,60,0
391,72203,sales & marketing,region_7,Bachelor's,m,other,1,36,5.0,8,0,0,49,0
392,46862,procurement,region_7,Master's & above,m,other,1,49,5.0,20,1,0,65,0
393,75629,sales & marketing,region_22,Bachelor's,f,sourcing,1,32,1.0,4,0,0,50,0
394,10452,analytics,region_2,Bachelor's,m,other,2,26,3.0,2,0,0,91,0
395,37017,analytics,region_7,Bachelor's,m,sourcing,1,55,3.0,18,0,0,87,0
396,76427,hr,region_22,Master's & above,f,other,1,35,3.0,5,0,0,50,0
397,46925,operations,region_9,Master's & above,f,other,1,36,4.0,6,1,0,59,0
398,43828,sales & marketing,region_30,Bachelor's,m,other,1,29,5.0,4,1,0,45,0
399,58383,procurement,region_4,Bachelor's,m,other,1,46,3.0,19,1,0,72,0
400,20660,r&d,region_27,Bachelor's,m,sourcing,2,30,3.0,4,0,0,84,0
401,46166,sales & marketing,region_2,Bachelor's,m,other,1,51,5.0,19,0,0,40,0
402,11123,sales & marketing,region_29,Master's & above,m,other,1,37,3.0,7,0,0,54,0
403,67946,analytics,region_32,,m,other,1,27,3.0,2,0,0,88,0
404,41763,sales & marketing,region_26,,m,other,1,43,1.0,4,0,0,49,0
405,40628,hr,region_32,Bachelor's,f,other,1,31,3.0,7,0,0,51,0
406,61482,operations,region_7,Master's & above,f,sourcing,2,38,4.0,9,1,0,65,0
407,63083,sales & marketing,region_2,Master's & above,f,other,1,43,1.0,10,0,0,45,0
408,33789,technology,region_7,Bachelor's,m,sourcing,3,29,3.0,4,0,0,81,0
409,3540,technology,region_22,Master's & above,f,sourcing,1,30,3.0,2,0,0,79,0
410,51292,hr,region_2,Bachelor's,f,other,1,49,5.0,22,1,0,50,0
411,47265,procurement,region_2,Master's & above,m,other,1,43,2.0,7,0,0,70,0
412,26798,operations,region_32,Master's & above,m,other,1,38,3.0,6,0,0,60,0
413,72203,sales & marketing,region_7,Bachelor's,m,other,1,36,5.0,8,0,0,49,0
414,46862,procurement,region_7,Master's & above,m,other,1,49,5.0,20,1,0,65,0
415,75629,sales & marketing,region_22,Bachelor's,f,sourcing,1,32,1.0,4,0,0,50,0
416,10452,analytics,region_2,Bachelor's,m,other,2,26,3.0,2,0,0,91,0
417,37017,analytics,region_7,Bachelor's,m,sourcing,1,55,3.0,18,0,0,87,0
418,76427,hr,region_22,Master's & above,f,other,1,35,3.0,5,0,0,50,0
419,46925,operations,region_9,Master's & above,f,other,1,36,4.0,6,1,0,59,0
420,43828,sales & marketing,region_30,Bachelor's,m,other,1,29,5.0,4,1,0,45,0
421,58383,procurement,region_4,Bachelor's,m,other,1,46,3.0,19,1,0,72,0
422,20660,r&d,region_27,Bachelor's,m,sourcing,2,30,3.0,4,0,0,84,0
423,46166,sales & marketing,region_2,Bachelor's,m,other,1,51,5.0,19,0,0,40,0
424,11123,sales & marketing,region_29,Master's & above,m,other,1,37,3.0,7,0,0,54,0
425,67946,analytics,region_32,,m,other,1,27,3.0,2,0,0,88,0
426,41763,sales & marketing,region_26,,m,other,1,43,1.0,4,0,0,49,0
427,33789,technology,region_7,Bachelor's,m,sourcing,3,29,3.0,4,0,0,81,0
428,3540,technology,region_22,Master's & above,f,sourcing,1,30,3.0,2,0,0,79,0
429,51292,hr,region_2,Bachelor's,f,other,1,49,5.0,22,1,0,50,0
